Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_117_697,VGND,li1,326.8300,331.8400,0.000100
FILLER_117_685,VGND,li1,323.3800,331.8400,0.000100
FILLER_117_673,VGND,li1,317.8600,331.8400,0.000100
FILLER_117_669,VGND,li1,313.9500,331.8400,0.000100
FILLER_117_657,VGND,li1,310.5000,331.8400,0.000100
FILLER_117_645,VGND,li1,304.9800,331.8400,0.000100
FILLER_117_641,VGND,li1,301.0700,331.8400,0.000100
FILLER_117_629,VGND,li1,297.6200,331.8400,0.000100
FILLER_117_617,VGND,li1,292.1000,331.8400,0.000100
FILLER_117_613,VGND,li1,288.1900,331.8400,0.000100
FILLER_117_601,VGND,li1,284.7400,331.8400,0.000100
FILLER_117_589,VGND,li1,279.2200,331.8400,0.000100
FILLER_117_585,VGND,li1,275.3100,331.8400,0.000100
FILLER_117_573,VGND,li1,271.8600,331.8400,0.000100
FILLER_117_561,VGND,li1,266.3400,331.8400,0.000100
FILLER_117_554,VGND,li1,261.7400,331.8400,0.000100
FILLER_117_533,VGND,li1,250.9300,331.8400,0.000098
FILLER_117_520,VGND,li1,245.4100,331.8400,0.000093
FILLER_117_505,VGND,li1,239.2000,331.8400,0.000090
FILLER_117_502,VGND,li1,236.9000,331.8400,0.000089
FILLER_117_490,VGND,li1,233.6800,331.8400,0.000087
FILLER_117_483,VGND,li1,228.3900,331.8400,0.000082
FILLER_117_477,VGND,li1,225.4000,331.8400,0.000081
FILLER_117_469,VGND,li1,221.9500,331.8400,0.000079
FILLER_117_462,VGND,li1,218.7300,331.8400,0.000077
FILLER_117_455,VGND,li1,215.5100,331.8400,0.000075
FILLER_117_449,VGND,li1,212.5200,331.8400,0.000073
FILLER_117_441,VGND,li1,209.0700,331.8400,0.000069
FILLER_117_434,VGND,li1,205.8500,331.8400,0.000067
FILLER_117_429,VGND,li1,203.0900,331.8400,0.000066
FILLER_117_399,VGND,li1,189.2900,331.8400,0.000052
FILLER_117_393,VGND,li1,186.7600,331.8400,0.000050
FILLER_117_385,VGND,li1,183.3100,331.8400,0.000046
FILLER_117_378,VGND,li1,180.0900,331.8400,0.000042
FILLER_117_373,VGND,li1,177.3300,331.8400,0.000039
FILLER_117_365,VGND,li1,175.2600,331.8400,0.000044
FILLER_117_352,VGND,li1,169.2800,331.8400,0.000060
FILLER_117_329,VGND,li1,157.5500,331.8400,0.000075
FILLER_117_321,VGND,li1,154.1000,331.8400,0.000075
FILLER_117_309,VGND,li1,150.4200,331.8400,0.000075
FILLER_117_307,VGND,li1,146.9700,331.8400,0.000075
FILLER_117_301,VGND,li1,145.3600,331.8400,0.000075
FILLER_117_294,VGND,li1,141.4500,331.8400,0.000074
FILLER_117_287,VGND,li1,138.2300,331.8400,0.000074
FILLER_117_281,VGND,li1,135.2400,331.8400,0.000074
FILLER_117_279,VGND,li1,134.0900,331.8400,0.000074
FILLER_117_273,VGND,li1,132.4800,331.8400,0.000074
FILLER_117_245,VGND,li1,118.9100,331.8400,0.000068
FILLER_117_238,VGND,li1,115.6900,331.8400,0.000066
FILLER_117_231,VGND,li1,112.4700,331.8400,0.000064
FILLER_117_225,VGND,li1,109.4800,331.8400,0.000062
FILLER_117_217,VGND,li1,106.0300,331.8400,0.000060
FILLER_117_210,VGND,li1,102.8100,331.8400,0.000058
FILLER_117_205,VGND,li1,100.0500,331.8400,0.000057
FILLER_117_197,VGND,li1,97.9800,331.8400,0.000055
FILLER_117_190,VGND,li1,93.3800,331.8400,0.000052
FILLER_117_182,VGND,li1,91.0800,331.8400,0.000051
FILLER_117_159,VGND,li1,78.8900,331.8400,0.000043
FILLER_117_147,VGND,li1,75.9000,331.8400,0.000041
FILLER_117_141,VGND,li1,70.8400,331.8400,0.000036
FILLER_117_137,VGND,li1,69.2300,331.8400,0.000036
FILLER_117_125,VGND,li1,65.7800,331.8400,0.000034
FILLER_117_113,VGND,li1,60.2600,331.8400,0.000030
FILLER_117_109,VGND,li1,56.3500,331.8400,0.000028
FILLER_117_97,VGND,li1,52.9000,331.8400,0.000025
FILLER_117_85,VGND,li1,47.3800,331.8400,0.000022
FILLER_117_81,VGND,li1,43.4700,331.8400,0.000019
FILLER_117_69,VGND,li1,40.0200,331.8400,0.000017
FILLER_117_57,VGND,li1,34.5000,331.8400,0.000013
FILLER_117_53,VGND,li1,30.5900,331.8400,0.000010
FILLER_117_41,VGND,li1,27.1400,331.8400,0.000008
FILLER_117_29,VGND,li1,21.6200,331.8400,0.000007
FILLER_117_27,VGND,li1,18.1700,331.8400,0.000007
FILLER_117_15,VGND,li1,15.1800,331.8400,0.000007
FILLER_117_3,VGND,li1,9.6600,331.8400,0.000007
FILLER_116_699,VGND,li1,327.2900,326.4000,0.000770
FILLER_116_693,VGND,li1,325.6800,326.4000,0.000770
FILLER_116_681,VGND,li1,321.5400,326.4000,0.000770
FILLER_116_669,VGND,li1,316.0200,326.4000,0.000770
FILLER_116_657,VGND,li1,310.5000,326.4000,0.000770
FILLER_116_645,VGND,li1,304.9800,326.4000,0.000770
FILLER_116_643,VGND,li1,301.5300,326.4000,0.000770
FILLER_116_637,VGND,li1,299.9200,326.4000,0.000770
FILLER_116_625,VGND,li1,295.7800,326.4000,0.000770
FILLER_116_613,VGND,li1,290.2600,326.4000,0.000770
FILLER_116_601,VGND,li1,284.7400,326.4000,0.000770
FILLER_116_589,VGND,li1,279.2200,326.4000,0.000770
FILLER_116_584,VGND,li1,275.0800,326.4000,0.000770
FILLER_116_572,VGND,li1,271.4000,326.4000,0.000770
FILLER_116_560,VGND,li1,265.8800,326.4000,0.000770
FILLER_116_530,VGND,li1,249.7800,326.4000,0.000732
FILLER_116_497,VGND,li1,234.3700,326.4000,0.000646
FILLER_116_493,VGND,li1,233.2200,326.4000,0.000646
FILLER_116_475,VGND,li1,224.2500,326.4000,0.000581
FILLER_116_469,VGND,li1,222.6400,326.4000,0.000581
FILLER_116_417,VGND,li1,198.0300,326.4000,0.000373
FILLER_116_362,VGND,li1,172.5000,326.4000,0.000202
FILLER_116_345,VGND,li1,164.4500,326.4000,0.000253
FILLER_116_309,VGND,li1,148.5800,326.4000,0.000318
FILLER_116_300,VGND,li1,145.3600,326.4000,0.000325
FILLER_116_265,VGND,li1,128.1100,326.4000,0.000366
FILLER_116_253,VGND,li1,124.6600,326.4000,0.000370
FILLER_116_249,VGND,li1,120.7500,326.4000,0.000374
FILLER_116_232,VGND,li1,112.4700,326.4000,0.000380
FILLER_116_228,VGND,li1,111.3200,326.4000,0.000380
FILLER_116_210,VGND,li1,102.5800,326.4000,0.000376
FILLER_116_155,VGND,li1,77.0500,326.4000,0.000310
FILLER_116_141,VGND,li1,70.6100,326.4000,0.000287
FILLER_116_121,VGND,li1,61.8700,326.4000,0.000248
FILLER_116_109,VGND,li1,58.4200,326.4000,0.000223
FILLER_116_97,VGND,li1,52.9000,326.4000,0.000200
FILLER_116_85,VGND,li1,47.3800,326.4000,0.000171
FILLER_116_83,VGND,li1,43.9300,326.4000,0.000144
FILLER_116_77,VGND,li1,42.3200,326.4000,0.000144
FILLER_116_65,VGND,li1,38.1800,326.4000,0.000122
FILLER_116_53,VGND,li1,32.6600,326.4000,0.000093
FILLER_116_41,VGND,li1,27.1400,326.4000,0.000064
FILLER_116_29,VGND,li1,21.6200,326.4000,0.000053
FILLER_116_27,VGND,li1,18.1700,326.4000,0.000053
FILLER_116_15,VGND,li1,15.1800,326.4000,0.000053
FILLER_116_3,VGND,li1,9.6600,326.4000,0.000053
FILLER_115_697,VGND,li1,326.8300,326.4000,0.000770
FILLER_115_685,VGND,li1,323.3800,326.4000,0.000770
FILLER_115_673,VGND,li1,317.8600,326.4000,0.000770
FILLER_115_671,VGND,li1,314.4100,326.4000,0.000770
FILLER_115_665,VGND,li1,312.8000,326.4000,0.000770
FILLER_115_653,VGND,li1,308.6600,326.4000,0.000770
FILLER_115_641,VGND,li1,303.1400,326.4000,0.000770
FILLER_115_629,VGND,li1,297.6200,326.4000,0.000770
FILLER_115_617,VGND,li1,292.1000,326.4000,0.000770
FILLER_115_615,VGND,li1,288.6500,326.4000,0.000770
FILLER_115_609,VGND,li1,287.0400,326.4000,0.000770
FILLER_115_597,VGND,li1,282.9000,326.4000,0.000770
FILLER_115_585,VGND,li1,277.3800,326.4000,0.000770
FILLER_115_573,VGND,li1,271.8600,326.4000,0.000770
FILLER_115_561,VGND,li1,266.3400,326.4000,0.000770
FILLER_115_558,VGND,li1,262.6600,326.4000,0.000770
FILLER_115_550,VGND,li1,260.3600,326.4000,0.000770
FILLER_115_520,VGND,li1,246.1000,326.4000,0.000713
FILLER_115_503,VGND,li1,237.1300,326.4000,0.000660
FILLER_115_497,VGND,li1,235.5200,326.4000,0.000660
FILLER_115_485,VGND,li1,231.3800,326.4000,0.000636
FILLER_115_449,VGND,li1,212.9800,326.4000,0.000511
FILLER_115_445,VGND,li1,210.9100,326.4000,0.000496
FILLER_115_421,VGND,li1,199.8700,326.4000,0.000396
FILLER_115_409,VGND,li1,196.4200,326.4000,0.000373
FILLER_115_389,VGND,li1,185.1500,326.4000,0.000255
FILLER_115_381,VGND,li1,182.6200,326.4000,0.000235
FILLER_115_362,VGND,li1,172.7300,326.4000,0.000202
FILLER_115_350,VGND,li1,169.2800,326.4000,0.000221
FILLER_115_335,VGND,li1,159.8500,326.4000,0.000270
FILLER_115_324,VGND,li1,155.2500,326.4000,0.000290
FILLER_115_302,VGND,li1,145.8200,326.4000,0.000325
FILLER_115_293,VGND,li1,140.5300,326.4000,0.000344
FILLER_115_261,VGND,li1,126.2700,326.4000,0.000370
FILLER_115_254,VGND,li1,122.8200,326.4000,0.000372
FILLER_115_246,VGND,li1,120.5200,326.4000,0.000374
FILLER_115_229,VGND,li1,111.0900,326.4000,0.000380
FILLER_115_225,VGND,li1,109.9400,326.4000,0.000380
FILLER_115_169,VGND,li1,84.1800,326.4000,0.000335
FILLER_115_166,VGND,li1,82.3400,326.4000,0.000328
FILLER_115_143,VGND,li1,71.7600,326.4000,0.000287
FILLER_115_113,VGND,li1,57.7300,326.4000,0.000223
FILLER_115_111,VGND,li1,56.8100,326.4000,0.000212
FILLER_115_105,VGND,li1,55.2000,326.4000,0.000212
FILLER_115_93,VGND,li1,51.0600,326.4000,0.000191
FILLER_115_81,VGND,li1,45.5400,326.4000,0.000155
FILLER_115_69,VGND,li1,40.0200,326.4000,0.000132
FILLER_115_57,VGND,li1,34.5000,326.4000,0.000103
FILLER_115_55,VGND,li1,31.0500,326.4000,0.000078
FILLER_115_51,VGND,li1,29.9000,326.4000,0.000078
FILLER_115_39,VGND,li1,26.2200,326.4000,0.000053
FILLER_115_27,VGND,li1,20.7000,326.4000,0.000053
FILLER_115_15,VGND,li1,15.1800,326.4000,0.000053
FILLER_115_3,VGND,li1,9.6600,326.4000,0.000053
FILLER_114_699,VGND,li1,327.2900,320.9600,0.000463
FILLER_114_693,VGND,li1,325.6800,320.9600,0.000463
FILLER_114_681,VGND,li1,321.5400,320.9600,0.000463
FILLER_114_669,VGND,li1,316.0200,320.9600,0.000463
FILLER_114_657,VGND,li1,310.5000,320.9600,0.000463
FILLER_114_645,VGND,li1,304.9800,320.9600,0.000463
FILLER_114_643,VGND,li1,301.5300,320.9600,0.000463
FILLER_114_637,VGND,li1,299.9200,320.9600,0.000463
FILLER_114_625,VGND,li1,295.7800,320.9600,0.000463
FILLER_114_613,VGND,li1,290.2600,320.9600,0.000463
FILLER_114_601,VGND,li1,284.7400,320.9600,0.000463
FILLER_114_589,VGND,li1,279.2200,320.9600,0.000463
FILLER_114_576,VGND,li1,273.2400,320.9600,0.000463
FILLER_114_564,VGND,li1,267.7200,320.9600,0.000463
FILLER_114_552,VGND,li1,262.2000,320.9600,0.000463
FILLER_114_540,VGND,li1,256.6800,320.9600,0.000463
FILLER_114_531,VGND,li1,250.0100,320.9600,0.000462
FILLER_114_527,VGND,li1,248.8600,320.9600,0.000462
FILLER_114_515,VGND,li1,245.1800,320.9600,0.000462
FILLER_114_503,VGND,li1,237.3600,320.9600,0.000454
FILLER_114_495,VGND,li1,235.0600,320.9600,0.000450
FILLER_114_483,VGND,li1,230.4600,320.9600,0.000442
FILLER_114_473,VGND,li1,223.7900,320.9600,0.000429
FILLER_114_467,VGND,li1,220.5700,320.9600,0.000418
FILLER_114_459,VGND,li1,217.3500,320.9600,0.000414
FILLER_114_451,VGND,li1,214.8200,320.9600,0.000408
FILLER_114_443,VGND,li1,209.9900,320.9600,0.000394
FILLER_114_421,VGND,li1,200.5600,320.9600,0.000347
FILLER_114_419,VGND,li1,198.4900,320.9600,0.000326
FILLER_114_401,VGND,li1,190.4400,320.9600,0.000267
FILLER_114_381,VGND,li1,181.7000,320.9600,0.000193
FILLER_114_365,VGND,li1,174.1100,320.9600,0.000215
FILLER_114_363,VGND,li1,172.7300,320.9600,0.000215
FILLER_114_357,VGND,li1,171.1200,320.9600,0.000234
FILLER_114_345,VGND,li1,166.9800,320.9600,0.000258
FILLER_114_333,VGND,li1,161.4600,320.9600,0.000307
FILLER_114_309,VGND,li1,148.3500,320.9600,0.000392
FILLER_114_304,VGND,li1,146.2800,320.9600,0.000406
FILLER_114_292,VGND,li1,142.6000,320.9600,0.000431
FILLER_114_273,VGND,li1,132.9400,320.9600,0.000485
FILLER_114_261,VGND,li1,126.5000,320.9600,0.000502
FILLER_114_251,VGND,li1,121.2100,320.9600,0.000514
FILLER_114_243,VGND,li1,119.1400,320.9600,0.000519
FILLER_114_202,VGND,li1,98.6700,320.9600,0.000533
FILLER_114_184,VGND,li1,91.0800,320.9600,0.000515
FILLER_114_162,VGND,li1,80.5000,320.9600,0.000481
FILLER_114_145,VGND,li1,72.4500,320.9600,0.000444
FILLER_114_141,VGND,li1,71.3000,320.9600,0.000427
FILLER_114_131,VGND,li1,66.0100,320.9600,0.000397
FILLER_114_123,VGND,li1,63.9400,320.9600,0.000382
FILLER_114_97,VGND,li1,50.6000,320.9600,0.000280
FILLER_114_85,VGND,li1,47.3800,320.9600,0.000255
FILLER_114_83,VGND,li1,43.9300,320.9600,0.000215
FILLER_114_77,VGND,li1,42.3200,320.9600,0.000215
FILLER_114_65,VGND,li1,38.1800,320.9600,0.000182
FILLER_114_53,VGND,li1,32.6600,320.9600,0.000138
FILLER_114_41,VGND,li1,27.1400,320.9600,0.000095
FILLER_114_29,VGND,li1,21.6200,320.9600,0.000079
FILLER_114_27,VGND,li1,18.1700,320.9600,0.000079
FILLER_114_15,VGND,li1,15.1800,320.9600,0.000079
FILLER_114_3,VGND,li1,9.6600,320.9600,0.000079
FILLER_113_697,VGND,li1,326.8300,320.9600,0.000463
FILLER_113_685,VGND,li1,323.3800,320.9600,0.000463
FILLER_113_673,VGND,li1,317.8600,320.9600,0.000463
FILLER_113_671,VGND,li1,314.4100,320.9600,0.000463
FILLER_113_665,VGND,li1,312.8000,320.9600,0.000463
FILLER_113_653,VGND,li1,308.6600,320.9600,0.000463
FILLER_113_641,VGND,li1,303.1400,320.9600,0.000463
FILLER_113_629,VGND,li1,297.6200,320.9600,0.000463
FILLER_113_617,VGND,li1,292.1000,320.9600,0.000463
FILLER_113_615,VGND,li1,288.6500,320.9600,0.000463
FILLER_113_609,VGND,li1,287.0400,320.9600,0.000463
FILLER_113_597,VGND,li1,282.9000,320.9600,0.000463
FILLER_113_585,VGND,li1,277.3800,320.9600,0.000463
FILLER_113_573,VGND,li1,271.8600,320.9600,0.000463
FILLER_113_561,VGND,li1,266.3400,320.9600,0.000463
FILLER_113_554,VGND,li1,261.7400,320.9600,0.000463
FILLER_113_548,VGND,li1,258.2900,320.9600,0.000463
FILLER_113_540,VGND,li1,255.7600,320.9600,0.000463
FILLER_113_528,VGND,li1,251.1600,320.9600,0.000462
FILLER_113_490,VGND,li1,232.7600,320.9600,0.000446
FILLER_113_473,VGND,li1,224.0200,320.9600,0.000429
FILLER_113_446,VGND,li1,211.1400,320.9600,0.000394
FILLER_113_424,VGND,li1,201.9400,320.9600,0.000347
FILLER_113_412,VGND,li1,197.8000,320.9600,0.000326
FILLER_113_406,VGND,li1,192.5100,320.9600,0.000284
FILLER_113_398,VGND,li1,190.4400,320.9600,0.000267
FILLER_113_390,VGND,li1,185.3800,320.9600,0.000226
FILLER_113_382,VGND,li1,183.0800,320.9600,0.000193
FILLER_113_357,VGND,li1,170.2000,320.9600,0.000234
FILLER_113_349,VGND,li1,167.9000,320.9600,0.000258
FILLER_113_337,VGND,li1,163.3000,320.9600,0.000285
FILLER_113_330,VGND,li1,158.7000,320.9600,0.000327
FILLER_113_318,VGND,li1,154.5600,320.9600,0.000349
FILLER_113_305,VGND,li1,146.2800,320.9600,0.000406
FILLER_113_297,VGND,li1,143.9800,320.9600,0.000431
FILLER_113_278,VGND,li1,133.8600,320.9600,0.000478
FILLER_113_270,VGND,li1,131.5600,320.9600,0.000485
FILLER_113_252,VGND,li1,121.9000,320.9600,0.000514
FILLER_113_230,VGND,li1,112.7000,320.9600,0.000533
FILLER_113_221,VGND,li1,107.8700,320.9600,0.000541
FILLER_113_193,VGND,li1,95.2200,320.9600,0.000523
FILLER_113_138,VGND,li1,69.2300,320.9600,0.000410
FILLER_113_125,VGND,li1,64.8600,320.9600,0.000382
FILLER_113_113,VGND,li1,60.2600,320.9600,0.000355
FILLER_113_110,VGND,li1,56.5800,320.9600,0.000315
FILLER_113_93,VGND,li1,51.0600,320.9600,0.000280
FILLER_113_81,VGND,li1,45.5400,320.9600,0.000231
FILLER_113_69,VGND,li1,40.0200,320.9600,0.000197
FILLER_113_57,VGND,li1,34.5000,320.9600,0.000153
FILLER_113_55,VGND,li1,31.0500,320.9600,0.000117
FILLER_113_51,VGND,li1,29.9000,320.9600,0.000117
FILLER_113_39,VGND,li1,26.2200,320.9600,0.000079
FILLER_113_27,VGND,li1,20.7000,320.9600,0.000079
FILLER_113_15,VGND,li1,15.1800,320.9600,0.000079
FILLER_113_3,VGND,li1,9.6600,320.9600,0.000079
FILLER_112_699,VGND,li1,327.2900,315.5200,0.000475
FILLER_112_693,VGND,li1,325.6800,315.5200,0.000475
FILLER_112_681,VGND,li1,321.5400,315.5200,0.000475
FILLER_112_669,VGND,li1,316.0200,315.5200,0.000475
FILLER_112_657,VGND,li1,310.5000,315.5200,0.000475
FILLER_112_645,VGND,li1,304.9800,315.5200,0.000475
FILLER_112_643,VGND,li1,301.5300,315.5200,0.000475
FILLER_112_637,VGND,li1,299.9200,315.5200,0.000475
FILLER_112_625,VGND,li1,295.7800,315.5200,0.000475
FILLER_112_613,VGND,li1,290.2600,315.5200,0.000475
FILLER_112_601,VGND,li1,284.7400,315.5200,0.000475
FILLER_112_589,VGND,li1,279.2200,315.5200,0.000475
FILLER_112_586,VGND,li1,275.5400,315.5200,0.000475
FILLER_112_574,VGND,li1,272.3200,315.5200,0.000475
FILLER_112_562,VGND,li1,266.8000,315.5200,0.000475
FILLER_112_541,VGND,li1,254.6100,315.5200,0.000473
FILLER_112_530,VGND,li1,249.7800,315.5200,0.000470
FILLER_112_501,VGND,li1,236.4400,315.5200,0.000440
FILLER_112_477,VGND,li1,225.8600,315.5200,0.000394
FILLER_112_470,VGND,li1,223.1000,315.5200,0.000372
FILLER_112_457,VGND,li1,217.1200,315.5200,0.000349
FILLER_112_442,VGND,li1,210.6800,315.5200,0.000306
FILLER_112_419,VGND,li1,198.4900,315.5200,0.000229
FILLER_112_400,VGND,li1,190.2100,315.5200,0.000178
FILLER_112_391,VGND,li1,185.8400,315.5200,0.000144
FILLER_112_377,VGND,li1,179.1700,315.5200,0.000098
FILLER_112_369,VGND,li1,175.4900,315.5200,0.000086
FILLER_112_365,VGND,li1,174.3400,315.5200,0.000088
FILLER_112_363,VGND,li1,172.7300,315.5200,0.000089
FILLER_112_357,VGND,li1,171.1200,315.5200,0.000089
FILLER_112_345,VGND,li1,166.9800,315.5200,0.000092
FILLER_112_333,VGND,li1,161.4600,315.5200,0.000095
FILLER_112_321,VGND,li1,155.9400,315.5200,0.000099
FILLER_112_309,VGND,li1,150.4200,315.5200,0.000103
FILLER_112_300,VGND,li1,145.3600,315.5200,0.000107
FILLER_112_288,VGND,li1,140.7600,315.5200,0.000109
FILLER_112_279,VGND,li1,134.0900,315.5200,0.000114
FILLER_112_267,VGND,li1,131.1000,315.5200,0.000116
FILLER_112_253,VGND,li1,122.5900,315.5200,0.000122
FILLER_112_251,VGND,li1,121.2100,315.5200,0.000122
FILLER_112_245,VGND,li1,119.6000,315.5200,0.000123
FILLER_112_225,VGND,li1,111.7800,315.5200,0.000128
FILLER_112_213,VGND,li1,106.2600,315.5200,0.000132
FILLER_112_186,VGND,li1,91.5400,315.5200,0.000137
FILLER_112_172,VGND,li1,85.3300,315.5200,0.000138
FILLER_112_159,VGND,li1,79.3500,315.5200,0.000135
FILLER_112_151,VGND,li1,76.8200,315.5200,0.000133
FILLER_112_141,VGND,li1,71.0700,315.5200,0.000124
FILLER_112_139,VGND,li1,69.6900,315.5200,0.000120
FILLER_112_133,VGND,li1,68.0800,315.5200,0.000120
FILLER_112_121,VGND,li1,63.9400,315.5200,0.000111
FILLER_112_109,VGND,li1,58.4200,315.5200,0.000101
FILLER_112_97,VGND,li1,52.9000,315.5200,0.000087
FILLER_112_85,VGND,li1,47.3800,315.5200,0.000075
FILLER_112_83,VGND,li1,43.9300,315.5200,0.000064
FILLER_112_77,VGND,li1,42.3200,315.5200,0.000064
FILLER_112_65,VGND,li1,38.1800,315.5200,0.000054
FILLER_112_53,VGND,li1,32.6600,315.5200,0.000041
FILLER_112_41,VGND,li1,27.1400,315.5200,0.000028
FILLER_112_29,VGND,li1,21.6200,315.5200,0.000023
FILLER_112_27,VGND,li1,18.1700,315.5200,0.000023
FILLER_112_15,VGND,li1,15.1800,315.5200,0.000023
FILLER_112_3,VGND,li1,9.6600,315.5200,0.000023
FILLER_111_697,VGND,li1,326.8300,315.5200,0.000475
FILLER_111_685,VGND,li1,323.3800,315.5200,0.000475
FILLER_111_673,VGND,li1,317.8600,315.5200,0.000475
FILLER_111_671,VGND,li1,314.4100,315.5200,0.000475
FILLER_111_665,VGND,li1,312.8000,315.5200,0.000475
FILLER_111_653,VGND,li1,308.6600,315.5200,0.000475
FILLER_111_641,VGND,li1,303.1400,315.5200,0.000475
FILLER_111_629,VGND,li1,297.6200,315.5200,0.000475
FILLER_111_617,VGND,li1,292.1000,315.5200,0.000475
FILLER_111_615,VGND,li1,288.6500,315.5200,0.000475
FILLER_111_609,VGND,li1,287.0400,315.5200,0.000475
FILLER_111_597,VGND,li1,282.9000,315.5200,0.000475
FILLER_111_585,VGND,li1,276.0000,315.5200,0.000475
FILLER_111_573,VGND,li1,271.8600,315.5200,0.000475
FILLER_111_561,VGND,li1,266.3400,315.5200,0.000475
FILLER_111_552,VGND,li1,261.2800,315.5200,0.000475
FILLER_111_547,VGND,li1,257.6000,315.5200,0.000474
FILLER_111_538,VGND,li1,253.4600,315.5200,0.000472
FILLER_111_530,VGND,li1,251.1600,315.5200,0.000470
FILLER_111_517,VGND,li1,244.7200,315.5200,0.000465
FILLER_111_505,VGND,li1,240.5800,315.5200,0.000460
FILLER_111_501,VGND,li1,236.6700,315.5200,0.000440
FILLER_111_490,VGND,li1,232.7600,315.5200,0.000428
FILLER_111_482,VGND,li1,227.7000,315.5200,0.000403
FILLER_111_473,VGND,li1,223.5600,315.5200,0.000382
FILLER_111_465,VGND,li1,219.6500,315.5200,0.000362
FILLER_111_447,VGND,li1,211.3700,315.5200,0.000306
FILLER_111_441,VGND,li1,209.7600,315.5200,0.000306
FILLER_111_425,VGND,li1,201.2500,315.5200,0.000246
FILLER_111_421,VGND,li1,200.1000,315.5200,0.000246
FILLER_111_405,VGND,li1,192.0500,315.5200,0.000191
FILLER_111_401,VGND,li1,190.9000,315.5200,0.000178
FILLER_111_391,VGND,li1,185.6100,315.5200,0.000144
FILLER_111_383,VGND,li1,183.5400,315.5200,0.000129
FILLER_111_361,VGND,li1,172.9600,315.5200,0.000088
FILLER_111_349,VGND,li1,168.8200,315.5200,0.000090
FILLER_111_337,VGND,li1,163.3000,315.5200,0.000094
FILLER_111_332,VGND,li1,159.1600,315.5200,0.000097
FILLER_111_320,VGND,li1,155.4800,315.5200,0.000099
FILLER_111_308,VGND,li1,149.9600,315.5200,0.000103
FILLER_111_296,VGND,li1,144.4400,315.5200,0.000107
FILLER_111_284,VGND,li1,138.9200,315.5200,0.000110
FILLER_111_277,VGND,li1,133.6300,315.5200,0.000114
FILLER_111_265,VGND,li1,130.1800,315.5200,0.000116
FILLER_111_253,VGND,li1,124.6600,315.5200,0.000120
FILLER_111_241,VGND,li1,119.1400,315.5200,0.000123
FILLER_111_210,VGND,li1,102.3500,315.5200,0.000135
FILLER_111_198,VGND,li1,99.3600,315.5200,0.000137
FILLER_111_182,VGND,li1,90.6200,315.5200,0.000137
FILLER_111_164,VGND,li1,81.8800,315.5200,0.000136
FILLER_111_135,VGND,li1,68.3100,315.5200,0.000120
FILLER_111_122,VGND,li1,63.0200,315.5200,0.000111
FILLER_111_113,VGND,li1,57.9600,315.5200,0.000096
FILLER_111_109,VGND,li1,56.3500,315.5200,0.000096
FILLER_111_101,VGND,li1,52.4400,315.5200,0.000087
FILLER_111_93,VGND,li1,50.1400,315.5200,0.000082
FILLER_111_81,VGND,li1,45.5400,315.5200,0.000068
FILLER_111_69,VGND,li1,40.0200,315.5200,0.000058
FILLER_111_57,VGND,li1,34.5000,315.5200,0.000045
FILLER_111_55,VGND,li1,31.0500,315.5200,0.000035
FILLER_111_51,VGND,li1,29.9000,315.5200,0.000035
FILLER_111_39,VGND,li1,26.2200,315.5200,0.000023
FILLER_111_27,VGND,li1,20.7000,315.5200,0.000023
FILLER_111_15,VGND,li1,15.1800,315.5200,0.000023
FILLER_111_3,VGND,li1,9.6600,315.5200,0.000023
FILLER_110_693,VGND,li1,324.9900,310.0800,0.000399
FILLER_110_681,VGND,li1,321.5400,310.0800,0.000397
FILLER_110_669,VGND,li1,316.0200,310.0800,0.000394
FILLER_110_657,VGND,li1,310.5000,310.0800,0.000392
FILLER_110_645,VGND,li1,304.9800,310.0800,0.000388
FILLER_110_636,VGND,li1,299.9200,310.0800,0.000385
FILLER_110_624,VGND,li1,295.3200,310.0800,0.000383
FILLER_110_612,VGND,li1,289.8000,310.0800,0.000379
FILLER_110_600,VGND,li1,284.2800,310.0800,0.000376
FILLER_110_589,VGND,li1,277.3800,310.0800,0.000370
FILLER_110_578,VGND,li1,272.0900,310.0800,0.000364
FILLER_110_559,VGND,li1,263.1200,310.0800,0.000354
FILLER_110_551,VGND,li1,260.8200,310.0800,0.000350
FILLER_110_539,VGND,li1,256.2200,310.0800,0.000343
FILLER_110_533,VGND,li1,251.1600,310.0800,0.000334
FILLER_110_528,VGND,li1,249.3200,310.0800,0.000330
FILLER_110_521,VGND,li1,245.4100,310.0800,0.000323
FILLER_110_513,VGND,li1,241.7300,310.0800,0.000316
FILLER_110_509,VGND,li1,240.5800,310.0800,0.000312
FILLER_110_497,VGND,li1,236.9000,310.0800,0.000303
FILLER_110_483,VGND,li1,227.9300,310.0800,0.000282
FILLER_110_477,VGND,li1,226.3200,310.0800,0.000282
FILLER_110_475,VGND,li1,224.2500,310.0800,0.000277
FILLER_110_467,VGND,li1,222.1800,310.0800,0.000271
FILLER_110_455,VGND,li1,217.5800,310.0800,0.000258
FILLER_110_443,VGND,li1,212.0600,310.0800,0.000238
FILLER_110_435,VGND,li1,206.3100,310.0800,0.000220
FILLER_110_429,VGND,li1,203.0900,310.0800,0.000214
FILLER_110_421,VGND,li1,201.0200,310.0800,0.000208
FILLER_110_419,VGND,li1,198.4900,310.0800,0.000194
FILLER_110_413,VGND,li1,196.8800,310.0800,0.000194
